0,1,2,3,4,5,6,7,8,9,10
whole milk,fruit/vegetable juice,shopping bags,shopping bags,,,,,,,
soda,flower (seeds),,,,,,,,,
beef,citrus fruit,napkins,semi-finished bread,brown bread,,,,,,
onions,grapes,,,,,,,,,
soda,instant coffee,,,,,,,,,
margarine,shopping bags,,,,,,,,,
whole milk,cat food,,,,,,,,,
photo/film,cream cheese ,,,,,,,,,
frozen vegetables,pot plants,,,,,,,,,
herbs,spread cheese,rolls/buns,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
other vegetables,margarine,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
whole milk,cleaner,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
butter milk,specialty chocolate,,,,,,,,,
liver loaf,frozen vegetables,soda,curd,,,,,,,
frankfurter,coffee,,,,,,,,,
whole milk,brown bread,,,,,,,,,
sausage,soda,other vegetables,,,,,,,,
newspapers,soda,,,,,,,,,
oil,male cosmetics,,,,,,,,,
root vegetables,salty snack,,,,,,,,,
whole milk,canned fish,,,,,,,,,
pork,whole milk,whole milk,,,,,,,,
dish cleaner,rolls/buns,frozen potato products,frozen vegetables,,,,,,,
ice cream,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
canned beer,bottled water,,,,,,,,,
pip fruit,specialty fat,,,,,,,,,
UHT-milk,brown bread,whole milk,ice cream,,,,,,,
margarine,soda,,,,,,,,,
soda,onions,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
oil,pork,other vegetables,frozen meals,,,,,,,
root vegetables,margarine,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,rolls/buns,misc. beverages,processed cheese,,,,,,,
soda,whipped/sour cream,,,,,,,,,
candles,chewing gum,,,,,,,,,
whole milk,beef,beverages,yogurt,,,,,,,
soda,pork,curd,Instant food products,,,,,,,
beef,yogurt,,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
root vegetables,seasonal products,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
citrus fruit,hard cheese,butter,soft cheese,,,,,,,
rolls/buns,cream cheese ,margarine,,,,,,,,
processed cheese,chocolate,chocolate,yogurt,,,,,,,
domestic eggs,coffee,,,,,,,,,
specialty chocolate,soda,,,,,,,,,
onions,curd,,,,,,,,,
hamburger meat,pork,yogurt,flour,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
chicken,beef,,,,,,,,,
bottled beer,frozen vegetables,sliced cheese,,,,,,,,
yogurt,pasta,,,,,,,,,
pork,light bulbs,waffles,,,,,,,,
condensed milk,waffles,domestic eggs,,,,,,,,
napkins,other vegetables,,,,,,,,,
butter,whole milk,,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
pastry,curd,,,,,,,,,
chicken,citrus fruit,whole milk,berries,instant coffee,,,,,,
misc. beverages,other vegetables,rolls/buns,brown bread,,,,,,,
beverages,cat food,,,,,,,,,
white wine,soda,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
bottled water,onions,root vegetables,grapes,,,,,,,
beverages,cat food,soda,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
mustard,brown bread,,,,,,,,,
onions,whipped/sour cream,dishes,,,,,,,,
domestic eggs,other vegetables,soda,,,,,,,,
instant coffee,processed cheese,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
yogurt,butter,,,,,,,,,
hamburger meat,hygiene articles,soda,tropical fruit,,,,,,,
whole milk,hard cheese,,,,,,,,,
pip fruit,dog food,soft cheese,packaged fruit/vegetables,pastry,domestic eggs,,,,,
yogurt,rolls/buns,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
tropical fruit,candy,salt,,,,,,,,
beverages,oil,,,,,,,,,
ham,dessert,,,,,,,,,
long life bakery product,ketchup,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
tropical fruit,whole milk,soda,curd,,,,,,,
sausage,berries,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
pip fruit,white wine,white wine,,,,,,,,
onions,frankfurter,cream cheese ,oil,,,,,,,
sausage,other vegetables,waffles,,,,,,,,
beef,other vegetables,,,,,,,,,
rolls/buns,soda,,,,,,,,,
yogurt,cookware,,,,,,,,,
bottled water,newspapers,,,,,,,,,
yogurt,grapes,,,,,,,,,
grapes,processed cheese,,,,,,,,,
citrus fruit,napkins,,,,,,,,,
white wine,curd,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
salty snack,dessert,,,,,,,,,
soft cheese,spices,,,,,,,,,
rolls/buns,brown bread,whipped/sour cream,,,,,,,,
pip fruit,butter,,,,,,,,,
dessert,whole milk,,,,,,,,,
margarine,shopping bags,pickled vegetables,rolls/buns,,,,,,,
root vegetables,other vegetables,whole milk,frozen meals,,,,,,,
ice cream,whole milk,,,,,,,,,
dessert,canned beer,specialty chocolate,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
yogurt,pastry,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
oil,ready soups,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
bottled water,brown bread,,,,,,,,,
citrus fruit,tropical fruit,root vegetables,soda,,,,,,,
other vegetables,long life bakery product,pastry,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
ice cream,cream cheese ,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
pastry,female sanitary products,,,,,,,,,
semi-finished bread,shopping bags,,,,,,,,,
rolls/buns,flower (seeds),,,,,,,,,
sausage,rolls/buns,,,,,,,,,
yogurt,baking powder,,,,,,,,,
yogurt,chocolate,,,,,,,,,
sausage,beverages,,,,,,,,,
pork,whole milk,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
pork,liquor,,,,,,,,,
coffee,oil,,,,,,,,,
margarine,napkins,,,,,,,,,
white wine,whole milk,,,,,,,,,
pork,long life bakery product,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
beef,tea,,,,,,,,,
beef,root vegetables,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
sugar,skin care,,,,,,,,,
frankfurter,pip fruit,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
female sanitary products,domestic eggs,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
frozen vegetables,yogurt,bottled beer,,,,,,,,
canned beer,soda,frozen vegetables,,,,,,,,
butter,rolls/buns,,,,,,,,,
specialty bar,pastry,,,,,,,,,
tropical fruit,pastry,margarine,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
tropical fruit,dessert,,,,,,,,,
whole milk,candy,,,,,,,,,
domestic eggs,hamburger meat,,,,,,,,,
other vegetables,yogurt,Instant food products,,,,,,,,
bottled water,red/blush wine,,,,,,,,,
whole milk,cream cheese ,semi-finished bread,,,,,,,,
male cosmetics,curd,,,,,,,,,
sausage,citrus fruit,whole milk,butter milk,salty snack,dessert,specialty chocolate,,,,
grapes,bottled beer,,,,,,,,,
whole milk,candy,,,,,,,,,
canned beer,tropical fruit,root vegetables,other vegetables,,,,,,,
whole milk,whole milk,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
pet care,cake bar,,,,,,,,,
sausage,baking powder,canned beer,brandy,white bread,curd,bottled beer,canned beer,,,
chewing gum,cake bar,,,,,,,,,
pip fruit,white wine,sweet spreads,,,,,,,,
photo/film,pork,liquor,,,,,,,,
ham,brown bread,,,,,,,,,
cat food,shopping bags,,,,,,,,,
sausage,white wine,,,,,,,,,
rolls/buns,other vegetables,soda,chocolate,,,,,,,
sweet spreads,herbs,long life bakery product,,,,,,,,
whole milk,whole milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
bottled water,other vegetables,coffee,soda,,,,,,,
yogurt,yogurt,,,,,,,,,
sparkling wine,bottled water,,,,,,,,,
canned beer,baking powder,,,,,,,,,
pip fruit,dessert,sauces,,,,,,,,
herbs,whole milk,,,,,,,,,
canned beer,pastry,,,,,,,,,
beef,pork,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
sausage,yogurt,candles,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chocolate marshmallow,salt,,,,,,,,,
bottled water,long life bakery product,root vegetables,mustard,,,,,,,
sliced cheese,newspapers,frozen vegetables,,,,,,,,
whole milk,yogurt,softener,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
pork,whole milk,flower (seeds),,,,,,,,
canned beer,napkins,rolls/buns,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
domestic eggs,roll products ,,,,,,,,,
other vegetables,red/blush wine,rolls/buns,frozen vegetables,,,,,,,
detergent,butter,,,,,,,,,
yogurt,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
canned beer,canned beer,,,,,,,,,
whole milk,cat food,long life bakery product,,,,,,,,
whole milk,hard cheese,,,,,,,,,
rolls/buns,whole milk,soda,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
citrus fruit,soap,,,,,,,,,
sausage,newspapers,soda,,,,,,,,
whole milk,hair spray,butter,pastry,,,,,,,
yogurt,canned beer,,,,,,,,,
pip fruit,white wine,root vegetables,shopping bags,,,,,,,
sausage,whole milk,,,,,,,,,
shopping bags,soda,,,,,,,,,
root vegetables,margarine,,,,,,,,,
pickled vegetables,UHT-milk,long life bakery product,,,,,,,,
pastry,long life bakery product,sliced cheese,yogurt,,,,,,,
bottled beer,whole milk,,,,,,,,,
onions,ice cream,soda,sliced cheese,,,,,,,
domestic eggs,newspapers,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
meat,specialty cheese,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
pork,rolls/buns,yogurt,brown bread,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
citrus fruit,pot plants,,,,,,,,,
dessert,bottled water,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
soda,candy,,,,,,,,,
turkey,white bread,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
root vegetables,coffee,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
sausage,root vegetables,,,,,,,,,
white wine,rolls/buns,soda,white bread,,,,,,,
beef,mustard,,,,,,,,,
whole milk,brown bread,,,,,,,,,
pastry,shopping bags,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
other vegetables,soda,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
candy,domestic eggs,,,,,,,,,
coffee,other vegetables,,,,,,,,,
liver loaf,bottled beer,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
cereals,soda,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
long life bakery product,whole milk,pip fruit,pork,frozen dessert,,,,,,
coffee,tidbits,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
root vegetables,butter,specialty bar,domestic eggs,,,,,,,
beef,long life bakery product,,,,,,,,,
hamburger meat,pasta,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
soda,cake bar,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
photo/film,onions,,,,,,,,,
pastry,newspapers,,,,,,,,,
pork,packaged fruit/vegetables,chocolate,,,,,,,,
beef,domestic eggs,,,,,,,,,
pip fruit,salty snack,,,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
fruit/vegetable juice,rolls/buns,packaged fruit/vegetables,ice cream,rolls/buns,pasta,margarine,pip fruit,,,
berries,curd,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
grapes,pickled vegetables,,,,,,,,,
zwieback,salty snack,,,,,,,,,
citrus fruit,soda,,,,,,,,,
other vegetables,curd,,,,,,,,,
onions,waffles,bottled beer,,,,,,,,
soda,pastry,,,,,,,,,
yogurt,yogurt,,,,,,,,,
whipped/sour cream,tropical fruit,,,,,,,,,
turkey,condensed milk,yogurt,,,,,,,,
tropical fruit,pip fruit,prosecco,,,,,,,,
white wine,waffles,,,,,,,,,
detergent,rolls/buns,,,,,,,,,
packaged fruit/vegetables,herbs,,,,,,,,,
tropical fruit,white wine,bottled beer,,,,,,,,
ham,yogurt,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
pot plants,chicken,,,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
onions,white wine,,,,,,,,,
sausage,whole milk,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
frozen vegetables,berries,whole milk,candy,,,,,,,
pastry,frozen fish,,,,,,,,,
UHT-milk,other vegetables,other vegetables,bottled water,,,,,,,
whipped/sour cream,pip fruit,,,,,,,,,
citrus fruit,butter,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
bottled beer,beef,domestic eggs,whipped/sour cream,shopping bags,newspapers,,,,,
newspapers,red/blush wine,,,,,,,,,
frozen meals,napkins,,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
soda,hard cheese,,,,,,,,,
cream cheese ,white bread,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
white bread,soda,,,,,,,,,
domestic eggs,pastry,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
finished products,pip fruit,root vegetables,canned fruit,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
soda,yogurt,,,,,,,,,
bottled water,whole milk,citrus fruit,citrus fruit,pickled vegetables,salad dressing,,,,,
shopping bags,specialty chocolate,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
domestic eggs,domestic eggs,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whole milk,soft cheese,pastry,,,,,,,,
beef,other vegetables,,,,,,,,,
dessert,napkins,long life bakery product,,,,,,,,
pip fruit,bottled beer,,,,,,,,,
brown bread,flour,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
root vegetables,pastry,,,,,,,,,
onions,flour,whipped/sour cream,,,,,,,,
sausage,pip fruit,brown bread,,,,,,,,
bottled beer,chicken,baking powder,curd,,,,,,,
hamburger meat,yogurt,,,,,,,,,
butter,specialty chocolate,frozen meals,,,,,,,,
bottled beer,margarine,,,,,,,,,
pork,rolls/buns,,,,,,,,,
butter,soda,,,,,,,,,
whole milk,pork,other vegetables,domestic eggs,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
frankfurter,whole milk,,,,,,,,,
finished products,rolls/buns,,,,,,,,,
frankfurter,whole milk,instant coffee,bottled water,,,,,,,
onions,whipped/sour cream,,,,,,,,,
frozen meals,mayonnaise,whipped/sour cream,,,,,,,,
beverages,condensed milk,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
pastry,napkins,,,,,,,,,
frankfurter,sausage,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
pork,yogurt,,,,,,,,,
sausage,baking powder,,,,,,,,,
canned beer,yogurt,,,,,,,,,
citrus fruit,citrus fruit,specialty chocolate,cream cheese ,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
beef,curd,,,,,,,,,
ham,rolls/buns,,,,,,,,,
whole milk,newspapers,,,,,,,,,
soda,shopping bags,cream cheese ,,,,,,,,
sausage,other vegetables,,,,,,,,,
other vegetables,pip fruit,UHT-milk,herbs,,,,,,,
margarine,margarine,,,,,,,,,
root vegetables,napkins,,,,,,,,,
whole milk,whole milk,napkins,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
specialty cheese,bottled water,,,,,,,,,
tidbits,dessert,cat food,,,,,,,,
other vegetables,beverages,ice cream,shopping bags,,,,,,,
sweet spreads,bottled beer,,,,,,,,,
whole milk,sauces,,,,,,,,,
sausage,pastry,,,,,,,,,
chewing gum,UHT-milk,,,,,,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
turkey,whole milk,,,,,,,,,
pip fruit,cat food,,,,,,,,,
beverages,shopping bags,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
yogurt,frozen vegetables,waffles,,,,,,,,
whole milk,bottled water,,,,,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
canned beer,grapes,,,,,,,,,
frozen potato products,female sanitary products,whole milk,other vegetables,fruit/vegetable juice,,,,,,
soda,dessert,shopping bags,,,,,,,,
yogurt,pet care,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
root vegetables,whole milk,bottled water,canned vegetables,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
canned beer,bottled beer,chocolate,,,,,,,,
frankfurter,other vegetables,butter,frozen vegetables,,,,,,,
newspapers,whole milk,waffles,,,,,,,,
rolls/buns,napkins,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,pip fruit,frozen vegetables,dessert,canned vegetables,,,,,,
cat food,roll products ,,,,,,,,,
chicken,canned beer,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
curd,sliced cheese,frozen fish,,,,,,,,
pork,root vegetables,root vegetables,curd,canned vegetables,cream cheese ,fruit/vegetable juice,nut snack,,,
frankfurter,tropical fruit,,,,,,,,,
other vegetables,dessert,,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,whole milk,canned beer,,,,,,,,
canned beer,brown bread,herbs,pastry,,,,,,,
root vegetables,whole milk,,,,,,,,,
UHT-milk,roll products ,salt,,,,,,,,
pastry,onions,,,,,,,,,
margarine,soda,whole milk,house keeping products,cling film/bags,bottled water,chocolate,frozen vegetables,,,
pastry,condensed milk,rice,tropical fruit,chocolate marshmallow,,,,,,
other vegetables,newspapers,,,,,,,,,
canned beer,bottled water,,,,,,,,,
root vegetables,berries,brandy,,,,,,,,
frozen fish,mustard,,,,,,,,,
UHT-milk,frozen fish,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
soda,pastry,bottled water,,,,,,,,
herbs,root vegetables,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
citrus fruit,grapes,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
berries,red/blush wine,,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
butter,root vegetables,,,,,,,,,
pip fruit,white wine,,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
frankfurter,grapes,,,,,,,,,
pet care,photo/film,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
tea,soda,,,,,,,,,
yogurt,canned beer,,,,,,,,,
soda,butter milk,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
sausage,pip fruit,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,
curd,soda,sugar,specialty chocolate,artif. sweetener,,,,,,
citrus fruit,beef,,,,,,,,,
semi-finished bread,tropical fruit,,,,,,,,,
chicken,salty snack,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
hamburger meat,pastry,cereals,,,,,,,,
newspapers,long life bakery product,napkins,,,,,,,,
domestic eggs,pasta,,,,,,,,,
yogurt,pasta,,,,,,,,,
chicken,whole milk,whole milk,coffee,,,,,,,
tropical fruit,coffee,dessert,fruit/vegetable juice,,,,,,,
frankfurter,beef,red/blush wine,whole milk,frozen dessert,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
beef,hygiene articles,,,,,,,,,
root vegetables,candy,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
soda,soda,roll products ,,,,,,,,
soda,yogurt,sliced cheese,,,,,,,,
hamburger meat,shopping bags,,,,,,,,,
frankfurter,zwieback,other vegetables,liquor,bottled water,,,,,,
chicken,root vegetables,,,,,,,,,
root vegetables,soda,coffee,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
meat,root vegetables,,,,,,,,,
fish,root vegetables,,,,,,,,,
cereals,bottled water,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
canned beer,other vegetables,waffles,oil,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
beverages,other vegetables,,,,,,,,,
whole milk,detergent,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
baking powder,whole milk,rolls/buns,,,,,,,,
tropical fruit,soda,UHT-milk,,,,,,,,
sausage,white bread,,,,,,,,,
waffles,brown bread,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
frankfurter,baking powder,condensed milk,coffee,,,,,,,
pork,bottled water,,,,,,,,,
soda,beef,bottled beer,soda,,,,,,,
ham,yogurt,,,,,,,,,
berries,napkins,,,,,,,,,
rolls/buns,cereals,,,,,,,,,
pork,whole milk,,,,,,,,,
sausage,sausage,,,,,,,,,
soda,candy,,,,,,,,,
frozen vegetables,newspapers,,,,,,,,,
frozen meals,rolls/buns,chocolate marshmallow,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
ice cream,detergent,rolls/buns,,,,,,,,
frankfurter,soda,,,,,,,,,
grapes,cream cheese ,,,,,,,,,
UHT-milk,margarine,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
margarine,margarine,,,,,,,,,
beef,misc. beverages,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
soda,citrus fruit,,,,,,,,,
other vegetables,candy,,,,,,,,,
frankfurter,beef,meat,waffles,whole milk,curd,white bread,frozen meals,sugar,,
other vegetables,domestic eggs,,,,,,,,,
hygiene articles,yogurt,,,,,,,,,
spread cheese,salty snack,soda,domestic eggs,,,,,,,
canned beer,pip fruit,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
hamburger meat,sausage,frankfurter,soda,root vegetables,coffee,chewing gum,pastry,,,
pot plants,citrus fruit,whipped/sour cream,,,,,,,,
flower soil/fertilizer,butter milk,,,,,,,,,
citrus fruit,misc. beverages,,,,,,,,,
chocolate,whole milk,,,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
tropical fruit,oil,,,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
pastry,butter milk,hygiene articles,,,,,,,,
cat food,coffee,,,,,,,,,
pip fruit,vinegar,,,,,,,,,
mayonnaise,hard cheese,brown bread,,,,,,,,
dishes,brown bread,,,,,,,,,
